date,title,word
	生态文明建设是关系中华民族永续发展的根本大计。党的十八大以来，在以习近平同志为核心的党中央坚强领导下，我们开展了一系列根本性、开创性、长远性的工作，推动我国生态环境保护从认识到实践发生了历史性、转折性、全局性变化。当前，生态文明建设正处于压力叠加、负重前行的关键期，已进入提供更多优质生态产品以满足人民日益增长的优美生态环境需要的攻坚期，也到了有条件有能力解决生态环境突出问题的窗口期。“有智不如乘势”。把握新形势，解决新问题，完成新任务，我们就能回应广大群众热切期盼，推动我国生态文明建设再上新台阶。
	人与自然相互依存，保护生态即保护人类自身发展。人因自然而生，人与自然是一种共生关系，人类发展活动必须尊重自然、顺应自然、保护自然，对自然的伤害最终会伤及人类自身。改革开放以来，我国经济社会发展取得举世瞩目的历史性成就，但也积累了大量生态环境问题;而生态环境问题归根到底是资源过度开发、粗放利用、奢侈消费造成的。
	我们要大力推进生态文明建设，提供更多优质生态产品，不断满足人民群众日益增长的优美生态环境需要，就必须加快推动形成绿色生活方式，倡导推广绿色消费，让资源开发利用既能支撑当代人过上幸福生活，也能为子孙后代留下生存根基。
	首先要实现生活理念绿色化。思想是行动的先导，理念是实践的指南。倡导简约适度、绿色低碳的生活方式，首先需要在思想观念上来一次破旧立新，树立新的价值观、生活观和消费观。要通过学校教育、媒体报道、制度引导、监督约束等各种方式，大力宣传节约光荣、浪费可耻的观念，引导全社会牢固树立绿色发展的强烈意识，大力强化公民环境意识，推动全社会形成绿色消费文化和生活方式。
	关键要实现消费行为绿色化。迎接绿色生活时代，需要从生活点滴开始建构。既要从消费端发力，反对奢侈浪费和不合理消费，比如推行“光盘行动”、禁止“过度包装”、治理快递垃圾等;又要养成自然、环保、节俭、健康的生活方式，坚持从我做起、从我家做起，践行勤俭节约、低碳环保的绿色生活方式，影响并带动身边更多的人践行绿色理念、改变生活方式，将绿色生活方式融入我们的日常生活。
	生态文明建设同每个人息息相关，每个人都应该做践行者、推动者。要激发出每个人的环保热情，让人人于细微处尽一份环保绵力，形成全社会共同参与的良好风尚，以思想自觉引领行为自觉，共同创造美好家园。"
2018-07-18 09:31:45,2019国家公务员考试申论范文：加厚信息时代的文化土层,"	当美剧《纸牌屋》风靡全球，无声中传递了美国的“普世价值”。好莱坞大片《007》系列，在打斗中带来了美式的个人主义情怀。甚至《三傻大闹宝莱坞》这部印度电影，也用浓浓的咖喱味带来了印度的观念。而反观我国，却仅仅满足于引入、借鉴甚至抄袭。这种差距在于，我国缺乏文化自信，仅仅满足于美人之美，而缺乏各美其美的精神，更遑论美美与共。因此促进我国文化交流就要将以上三美相结合，发现文化中的美。
	各美其美，树立文化自信，推进中国文化向外输出。所谓各美其美，本是指将自身文化中的亮点、精华取出来，展示给世界，但背后的根本在于要树立文化的自信心。然而目前很多国人却对中国文化的精髓知之甚少，将“中医”视作“伪科学”，将风水这门居住科学视作封建余孽当做糟粕弃之不理。于是文化只能是被他人同化、丧失、最终慢慢逝去，成为百年后人们的回忆。可见没有文化自信，连文化自身的生命力都无从谈起，何来向外输出。反之，文化输出对应的是文化接受，任何人都只想接受他人的精华，而不是从他人处获得“二手信息”，而第一手的信息也无疑建立在各美其美的基础之上。
	美人之美，借鉴他人经验，夯实中国文化输出基础。古语云：“苟日新、又日新、日日新”而创新不单单在于在某些领域取得突破性改变，可能只是在一些地方能够用他人的方式来帮助自身、改进自身、提升自身。这正是孔子所说“三人行必有我师，择其善者而从之，则其不善者而改之”的含义。人类的想法都是共通，300多年德国先哲莱布尼茨这样说过“相互取长补短，用一盏灯点燃另一盏灯”。东西方哲人都在表明向他人借鉴学习才能实现自我的改变。人如此，文化也是一样。借鉴他人不是单纯的照抄而是对自身问题的发现，对已有困难的克服。
	美美与共，需找文化共通点，真正实现文化输出战略。所谓美美与共强调的就是在文化中寻找到中西方文化在差异之中的共通点。中国有句古话叫做：“白藕绿叶红莲花，三教原本是一家。”中国正是能够发现不同文化的共同性的伟大民族。看似不同的“儒释道”三教却能发现其背后的共同性，并将其内化为“佛已练心，儒以行事，道以风骨”的中国传统文人的境界，进而成为“达则兼济天下，穷则独善其身”的情怀。而正因为这种情怀，中国成为中古历史最为强盛的文化输出国家。可见文化共通点正是文化输出的最有效的方式。
	美，是人类文化最终的升华，它或以高山流水一般的崇高所体现，或以小桥流水一般的精致而再现。美不仅仅是自我的，这就需要将自美带给他人;美不是排外的，这就需要他美，来充实自身;美不是孤立的，更需要在不同的美中找到其背后的共性。如此将三美相结合，才能学习他人、赢得尊重，获得认同最终将文化带向世界。获得与中国地位相称文化地位。"
2018-06-04 09:48:28,2019国家公务员考试申论范文：涵养工匠之心 弘扬求精之道,"	“治理之道，莫要于安民;安民之道，在于查其疾苦”，振聋发聩。中国经济进入新常态，社会利益需求多样化，阶层结构深刻变革，社会矛盾突发频发。城管与摊贩间“爱恨情仇”轮番上演，广场舞扰民甚为棘手，牛皮癣广告周而复始难以遏制，居民矛盾屡见不鲜贻害无穷....如锥心之刺，如芒在背。“周虽旧邦，其命维新”，圣贤之言警醒人们需革故鼎新，新时代新形势新矛盾倡导新思路新理念新做法，因此，克服传统社会治理短板，倡导刚柔户籍，互补余缺，须臾不可离。
	创新社会治理，加强硬约束，把握刚性手段。“奉法者强则国，奉法者弱则国弱”，法治建设的重要性不言而言。共享单车如火如荼，为人们出行提供便利的同时，乱停乱放现象愈演愈烈，影响城市形象，带来交通隐患;广场舞不便大街小巷，丰富老年人精神生活的同时，噪音扰民现象屡禁不止，破坏邻里和谐，带来不安定因素;摊贩摆摊设点，方便民众生活的同时，影响市容市貌已成痼疾，引发社会纠纷....此类社会管理乱象积重难返，实质在于缺乏强制性约束手段，法治不张。试问，倘若政府能够重拳出击，做到“法立，有犯而必施;令出，唯行而不返”，培养民众对规则的敬畏之心，畏而不敢肆而德已成，民众心存敬畏，手握戒尺，慎独慎行，怎会让社会乱象肆意滋生。由此可鉴，社会治理应坚持法治建设，刚性执法，彰显法治权威。
	创新社会治理，加强软引导，践行柔性艺术。依法治国与以德治国并举，乃当今中国法治建设的核心观念，“无以规矩，不成方圆”，强制约束确保规则秩序的合理践行，然，法理不外乎人情，在社会管理过程中，需适当考虑尊重被执法者的
	感受。纵揽中外，内有贵溪模式情理法结合化解矛盾纠纷，牛皮靴柔性宣传收效显著，“留纸条违停免罚”考虑实际收获民心，外有英美新人性执法治理摊贩取得双赢。反观之，强制暴力拆迁，民怨四起，城管暴力执法，臭名昭著颇受鄙夷，不免让人心生嗟叹。“道之以政，齐之以刑，民免而无耻;道之以德，齐之以礼，有耻且格”，柔性执法大有裨益，提升被执法者对规则的认可，带有温度的执法可谓“润物细无声”，构筑“懂规则，敬规则，守规则”的治理堤坝，有着更为良善的意义。总而言之，在执法过程中，将人性化执法置于公共规则的框架内，作为提升执法能力的一大利器，大有推广价值。
	完善社会治理需要以人为核心、以基层为重点、以创新为关键。只有这样，才能创新社会治理方式，实现“人治”到“法治”的进步，做到由“管理”到“治理”的升华，达到“小政府”、“大社会”的目标。有鉴于此，完善社会治理需要政府简政放权、需要公民保持理性、需要社会营造氛围。"
2018-06-06 09:20:42,2019国家公务员考试申论范文：激发群众热情，创新文化服务,"	《周易•传易》：观乎天文以察时变，观乎人文以化成天下。文化，是一个民族的精神和灵魂，是一个民族真正有力量的决定性因素，是决定一个民族能否对内滋养民众，对外赢得尊重的决定性指标。创新文化服务，是时代发展供给侧改革赋予我们的重任，也是民众对美好生活向往的基本诉求。而文化能否好起来，取决于群众能否激发热情活起来。因此，必须激发群众热情，助力文化服务方式的创新。
	激发群众热情，为创新文化服务方式提供主体力量。文化服务方式的创新不是海市蜃楼空中楼阁，是现实存在的，这就必须依靠现实主体力量来完成。纵观历史，物质和精神文化的创造者，是人民群众。因此，只有人民群众发力，激发创造热情，才能为创新文化服务方式提供主体力量。为群众需求而奔走，为精神食粮而劳作，这是基层文化人的真实写照。他们数十年如一日地扎根于基层文化，对基层文化的传承和发展饱含热情，因而具有极强的文化创造和传播力，因此基层文化服务体系的建设应该依托于基层群众，鼓励新鲜血液的不断注入，保证基层文化建设主体力量生生不息。
	激发群众热情，为创新文化服务方式提供新思路。创新文化服务方式必须要有新思路，这种新思路肯定不是政府领导或者相关部门在办公室闭门造车拍脑袋做决定造出来的，而是基于群众现实生活需要酝酿出来的，这种酝酿还依赖于激发群众，把现实诉求和文化服务关联，以及对文化诉求的提升。只有当群众充满热情的开始把自己现实生活需求和文化相关联，就会主动寻找满足自己需求的途径，创新文化服务方式的新需求也就酝酿其中。农家书屋和电商的结合改变了传统农家书屋资金短缺、资源闲置、政府单向管理的旧思路，为创新文化服务方式创建了农村书屋带动电商销售，电商反哺书屋建设的双向互补新思路。阅读空间的建立、网红直播的兴起亦如此。这正是群众热情的激发，带来创新文化服务方式新思路。
	激发群众热情，为创新文化服务方式提供效果保障。创新文化服务方式，方式创新不是目的，效果保障是重点，而效果的评价者就是群众。因此，要想给群众提供针对性强、喜闻乐见的文化服务，还需要激发百姓自己文化热情，让他们从生活中发现新素材，创新文化作品，进行地方本土特色节目的打造，挖掘本地人才。越是接地气的生活作品，越能满足百姓的现实文化需求，越有群众影响力和市场号召力。
	文化是一个国家和民族在历史洪流中屹立不倒、奋勇向前的支撑，文化服务方式的创新是文化发展的基础。只有地基打牢了，文化才能延续下去。在大力推进文化供给侧改革的当下，激发群众热情、创新文化服务方式，才能真正夯实民族文化传承和创新的地基，绽放文化魅力。"
2018-06-08 09:45:40,2019国家公务员考试申论范文：斑马线背后的“中国范儿”,"	“中国式过马路”一直是让人们难以忍受但又屡禁不止的行为。凑够一撮人就走，不顾及红绿灯以及交通规则，驾驶人员也不避让行人......这一系列的行为让人们开始思考国人素质的问题。近日，一则小孩过马路时向司机鞠躬的新闻引起人们的关注。这体现出的是中国人素质的提升，也是
	之邦的回归，由此，我们看到了斑马线背后的中国范儿。
	长期以来，过马路是让交警，也是让市民头疼的事儿。“过马路时，红绿灯时间太长，还没来得及过，时间就到了。”“这个地方左转和直行是同时走的，很不安全。”“每次开车过这个地方，都需要等很长时间，行人一直过。”......这些抱怨的背后反映出的是交通参与者素质不高，民众的安全意识差等问题，也暴露出道路规划不合理，过街天桥少，红绿灯设置不合理等核心问题。
	看似是一些芝麻大的小问题，却可能引起巨大的影响。交通秩序混乱让司机们叫苦连连，往常只要半个小时的车程，需要花费将近两个小时才能抵达目的地。单纯的堵车还只是小问题，由此引发的交通事故才让人触目惊心，造成的损失更是惨不忍睹，不文明的出现习惯严重的威胁着民众的生命安全。与此同时带来的是城市形象遭到破坏。中国自古以来就是礼仪之邦，从汉唐盛世到现代文明，从钻木取火到人工智能，经历过风雨洗礼的中国在现代化发展过程中遇到“斑马线”的瓶颈。
	“无规矩不成方圆。”发展中的国家不仅要注重经济水平的提高，更要不断提升自己的文化软实力。面对“斑马线”上的困惑，需要多方合力，拧成一股绳，形成一股力，才能共同促进国民素质的提高，重树独一无二的中国范儿。完善基础设施是前提。只有不断完善道路交通设施，合理设置红绿等的时长，完善过街天桥或者地下通道等设施，市民才能深切的感受到便民利民的服务，才能不为了“几步远”的距离而不顾生命的安危。加强监管是保障，在路口处增派交警，安装电子眼等设备;对于违法交通规则的行人要加大处罚力度;对于遵守交通规则的典范要进行褒奖。通过这样的方式，让“礼让”成为生活的日常，让“斑马线”不再尴尬。
	“文明行车，文明走路”是我们发出的呼吁，要在全社会形成礼让的良好风尚，让人们认识到生命的可贵，认识到礼让的重要性，认识到斑马线的意义。要尊重生命，积极传递正能量，提升城市文明品质，展示城市文明形象，树立独一无二的中国范儿。"
2018-06-11 09:26:11,2019国家公务员考试申论范文：树立文明乡风 建设美丽乡村,"	十九大以来，乡风文明建设成为了一个需要重点关注的话题。中央反复强调要深入学习领会习近平总书记重要指示精神，坚持以社会主义核心价值观为引领，把反对铺张浪费、反对婚丧大操大办作为农村精神文明建设的重要内容，推动移风易俗，树立文明乡风。
	当前乡风建设主要存在以下问题：一.一些农村基层干部对乡风文明建设重视不够，没有将其放到应有的位置，把主要精力都放在抓经济发展上。二.许多村集体资金薄弱，文化基础设施落后，而且现有的设施也没有发挥出应有的作用，有的成为闲置的资源。各级财政投入的经费偏少多数村的文化阵地建设仍然存在较大的困难和问题。三.有的地方陈规陋习根深蒂固，不良风气滋生蔓延，封建愚昧思想有抬头的倾向。赌博歪风普遍存在，造成好吃懒做等坏习气, 容易引发家庭矛盾，影响社会安定，同时也影响文明乡风的形成。
	树立文明乡风是全面小康路上一道必答题，也是社会主义精神文明建设的一盘大棋，要下好这盘大棋，必须着重用好以下妙招。一.创新方式。这些年随着互联网发展，农村文明阵地建设也开始全面触网，越来越多的新思想、新创意开始在农村地区绽放，比如有的地区将村规民约作为农村文明建设的重要指标进行考核，通过红白理事会、网络点赞团等方式，助推农村移风易俗和乡风文明建设。二.以点带面。乡风文明建设同样需要以点带面，首先是集中精力突破，然后才能逐渐连点成线，对传统陋习形成全面攻势。例如把反对铺张浪费、反对婚丧大操大办作为农村精神文明建设的重要内容，就是抓住了农村精神文明建设的“牛鼻子”，也是整盘棋局上最重要的点。三.依靠群众。群众路线是党的重要法宝，农村精神文明建设也需要走好群众路线，坚持依靠群众，为了群众，一切从群众中来，到群众中去，把获取群众支持作为推动移风易俗和树立文明乡风的重要推动力。
	让移风易俗见成效，让文明乡风吹起来，需要不断探索、不断革新、不断积累、不该深入，让农村精神文明建设在全面建成小康社会中发挥越来越重要的作用。"
2018-06-12 09:15:09,2019国家公务员考试申论范文：躬耕学习 实现人生价值,"	很多考生在写申论作文的时候，都会发现自己有些词不达意，俗话说：纸上得来终觉浅，绝知此事要躬行，广大考生在复习备考阶段一定要多动笔，多读优秀的范文，今天，中公教育专家与广大考生分享一篇范文，关于“学习”这一话题，具体如下：
	“少而好学，如日出之阳;壮而好学，如日中之光;老而好学,如秉烛之明”。学习让人保持思想活力，让人得到智慧启发，让人滋养浩然之气。毛泽东说：“三天不学习赶不上刘少奇”，在知识更新、生活节奏加快的当今，只有躬耕学习，才能把握时代脉搏，实现人生新辉煌。
	把握时代脉搏，实现人生新辉煌，要认真向书本学习。“书中自有黄金屋，书中自有颜如玉”,向书本学习知识，不仅是掌握本领与技能的一种手段，也是一种提升自身修养和涵养的过程。“腹有诗书气自华”，作为一名走向新岗位的
	部，更要静下心来读些与工作相关的书，学一些经典哲学、科学文化知识，少一些觥筹交错的应酬，把握青春年好的时光，多增长点见识，才能在今后的岗位中，更好地开展好工作，避免出现胸中无韬略，袖里无乾坤，书到用时方恨尽的局面，为更好地适应新岗位打下坚实理论基础。
	把握时代脉搏，实现人生新辉煌，要虚心向群众学习。孔子曰：“三人行，必有我师焉”，三个臭皮匠顶一个诸葛亮。毛泽东十分注重群众工作，我们的一切工作要从群众中来，到群众中去，群众是历史的创造者。纸上得来终觉浅，绝知此事要躬行，就是告诫我们，凡事要多实践，多向群众问问行不行、好不好。习主席说：“我们的工作要把群众满不满意、答不答应、高兴不高作为衡量工作的唯一标准”，只有依靠群众，发动群众，多向群众问问为什么，我们政府的工作才不会脱离实际，出台的政策才不会偏离方向，我们党长期执政的地位才不会动摇。军转干部多向身边同事、领导学习，才能更好地适应工作，融入新环境，才能更好地开展好工作。
	把握时代脉搏，实现人生新辉煌，需要向典型学习。“近墨者黑、近朱者赤”，榜样的力量是无穷，一个榜样胜过二十条教诲。我们要积极向身边的典型学习，并汲取他们身上的闪光点为自己所用，才能更好地完善自身，提升自己情操。作为一名共产党员，要学习老一辈无产阶段革命家那种信念坚强，为了理想而奋斗终生的大无畏精神，要向新时代县委书记廖俊波同志学习那种心系群众、忘我工作、廉洁自律、身体力行的公仆精神，要学习几十如一日做慈善事业的乡村医生王珏那种大爱之心......
	时代潮流浩浩荡荡，唯有弄潮儿立潮头;历史车轮滚滚向前，唯有善于学习者才能乘势而上。作为新一代青年人，唯有不断学习、勤奋努力，才能走向更好的未来，铸就新的辉煌，才能在全面建成小康社会的关键节点，贡献自己的一份绵薄之力!"
2018-06-13 09:22:24,2019国家公务员考试申论范文：与诚信同行 为发展蓄力,"	习近平总书记讲述东汉杨震“不受四知金”的故事，教育领导干部要“慎独”，告诫大家不自欺是谓大诚信。当然，作为社会主义核心价值观的重要组成部分，“诚信”不仅决定政府的人心向背，也关乎个人的道德品行和企业的经济利益。当“无人书店”不敢撤下监控，当市场经济寄生“毒瘤”，当金融危机风险暗流涌动，我们需知，唯有与诚信同行，方能为发展蓄力。
	践行诚信价值源于对诚信环境的客观理性认识。诚信环境反映社会文明程度，推动社会进步发展，凝聚社会主体力量，由此，推动社会诚信发展政府需破“失信之咒”，推动社会诚信发展企业需谋“守信之路”，推动社会诚信发展公民需守“诚信之规”。唯有社会主体能共同发力，才能让诚信环境助力诚信价值的实现，诚信为立身之本，守信方能赢得尊重，实现个人价值，诚信为经商之魂，守信方能顾客盈门，实现企业价值，诚信为施政之法，守信方能人心所向，实现政府价值。因此，只有以诚信为基点规范市场秩序，推动物质文明建设，以诚信为抓手构建价值体系，推动精神文明建设，才能让诚信价值在诚信环境中孕育而生。
	践行诚信价值始于顶层设计的“最先一公里”。纵观古今，“烽火戏诸侯”换来的是亡国的一声哀叹，“三鹿毒奶粉”引发的是行业的一蹶不振，失信成本之高实为社会不可承受之重。当作为道德基准的“诚信”被广泛宣传而感动中国，胡庆余堂的“戒欺”牌匾必将在历史的沉睡中发出哀鸣，不得不说，失信的“毒瘤”腐蚀了政府的公信，扰乱了经济的秩序，冲破了文化的底线，我们需以国家战略之高度构建诚信体系，以行政和司法之手，挽狂澜于既倒，完善信息公开制度，失信惩戒制度和个人信用制度，以顶层设计的完善为失信行为带上“紧箍咒”，唯如此，践行诚信价值观才能不驰于空想，不婺于虚声。
	践行诚信价值成于人人守信的“最后一公里”。与诚信同行，方能彰显社会价值，奠定社会和谐基础;与诚信同行，方能彰显经济价值，夯实市场经济根基;与诚信同行，方能彰显文化价值，助力核心价值落地。然而，诚信价值的彰显非一日之功，需人人参与，人人遵从，人人传播，政府恰是实现人人守信的有力保障，由此，政府需知“诚信之困”方能精准施策，政府需树“诚信之标”方能见贤思齐，政府需用“诚信之法”方能风清气正。因此，应建立完善守信联合激励制度，为守信者保驾护航;建立健全失信联合惩戒制度，让失信者寸步难行;大力推动社会诚信工程建设，减少社会资本损失。
	以诚信为本方得“修身”之要，以诚信为本方得“齐家”之术，以诚信为本方得“治国”之道。诚信是道德的试验田，应人人自省，失信是法律的警戒线，应时时自律，积“诚信”小善方能成社会之大德。唯有与诚信同行，方能助力国富民强!"
2018-06-26 09:13:39,2019国家公务员考试申论范文：好政绩既要“显绩”也要“潜绩”,"	所谓“显绩”，是看得见、见效快的政绩，比如：基础设施建设、招商引资数量等。用显绩评定干部，可以促使干部重视发展速度，实现快速发展。但是，若一味追求“显绩”，则会滋生急功近利心态，从而导致“形式主义”盛行、“形象工程”泛滥。
	所谓“潜绩”，是不显山、见效慢的政绩，比如：精神文明建设、生态环境治理，用潜绩评估干部，可以倒逼干部放慢发展脚步，关注发展质量。但是，若一味注重“潜绩”，则会放纵办事拖沓之风，从而导致工作效率低下、发展停滞不前。那么，该如何认识“潜绩”与“显绩”之间的关系?习主席在《之江新语》中提到：“潜”与“显”是对立统一的一对矛盾，“潜”是“显”的基础，“显”是“潜”的结果。
	“潜绩”是保障“显绩”的基础。“聪者听于无声，明者见于未形”。本意即指：聪慧明智、思虑通达的人，善于观察、思考、深辨、细究，掌握事物的发展规律和发展方向，作出正确的判断。之于干部，若能从“无形”、“无声”之处着眼工作，必然会褪去浮躁浮夸、急功近利的心态，做到对工作脚踏实地，用一步一步的努力奋斗，带动地方经济社会的可持续发展;必然会摒弃好大喜功、贪大求快的作风，做到对群众心存敬畏，用一点一点的坚忍不拔，带领地方人民开创美好生活。福建省东山县原县委书记—谷文昌，正是这样一位优秀的好干部，习主席对其评价到：谷文昌之所以一直受到广大干部群众的敬仰，正是因为他在任时不追求轰轰烈烈的“显绩”，而是默默无闻的奉献，十几年如一日的坚守，终于在沿海建成一道惠及子孙后代的绿色“防护林”。因此，一名好干部，需要于无声处听有声、于无形处见有形，用脚踏实地的“潜绩”，来支撑惠及人民的“显绩”。
	“显绩”是检核“潜绩”的标尺。建国之初，百废待兴、百业待举;改革开放，百花齐放、百家争鸣，我们用超越世界的速度创造了世界奇迹：经济高速发展、各项基础设施建设水平紧跟国际标准。其主要原因在于：改革开放过程中，把“GDP”作为了评估地方政府政绩的主要指标。不过，犹如尺有长短之分，各地方的经济发展，也有快慢之分：有的能结合本身资源优势，找到科学发展之路，推动经济快速发展;有的却照搬外地模式，脱离实际，导致发展并未创造预期效益。比较两种不同结果，会发现，只有用可量化的显绩指标，才可以检核地方政府的发展思维、执政能力等潜在素养。
	21世纪，是机遇与挑战并存的时代，也是一个新思维不断涌现、旧问题日益严重的时代。身处这个时代，广大党员干部还需从思想上弄清“显绩“与”潜绩“的辩证关系：潜绩，是脚踏实地的兢兢业业，它是显绩的基础;显绩，是不安于现状的开拓进取，它是”潜绩“结果。只有既看”显绩“，也看”潜绩“，才能真正创造好政绩。"
2018-06-27 09:10:27,2019国家公务员考试申论范文：创新基层文化服务,"	申论考试中，当数作文最难。许多考生需要范文去借鉴、去模仿，从而提高自己的语言表达能力和写作能力。而当前，创新文化服务方式这个话题非常热，许多考生都感觉素材不够、无从动笔。下面
	专家为各位考生展示一篇与“发挥群众力量与基层文化创新”相关的范文，希望给大家一些提示。
	过去的基层文化发展主要是“政府包办”，政府的手发挥着主要作用。虽然在一定程度上取得文化建设成效，但效率低、满意度低的问题始终无法根本性解决。因此，务必要推动基层文化供给侧改革，侧重于文化思路的转变，真正让群众成为文化发展的主体，激发群众的文化自觉性、创造性和主动性，开创文化服务新局面。
	激发群众热情，让基层文化服务更有创造性。当前，大多数基层文化服务活动都缺乏新意，无论是文化下乡工程，或是农家书屋、社区书屋等形式，内容陈旧、内容同质化现象比较普遍。唱一唱、跳一跳，喊一喊、凑一凑，基本上概括了当前的文化形式和手段。政府的智慧是有限的，官办模式的创造性是有限的。相反，毛主席曾说过“群众的智慧是无穷的”，只有让群众真正参与到文化创造中，才能在文化形式上、表达方式上、组织模式上进行创新。正如“老杨剧团”的成功，可以看出群众对于文化的自发热情一旦被点燃，将带来有效的文化创新。因此，有创造力和创新力的文化，关键还在于如何激发群众的热情。
	激发群众热情，让基层文化服务更有针对性。文化的针对性是指文化服务能够真正的满足群众的实际文化需求。群众到底需要什么样的文化产品，哪些群众需要文化产品，群众需要多少文化产品?这一系列文化服务的问题曾是萦绕在诸多公共文化服务机构和管理者心头的问号。这一问号的解决，关键在于要体现出文化服务的针对性，让需要的人得到需要的文化服务。问政于民、问需于民，是文化服务政策制定的关键所在。了解群众的需求，了解时代的发展，了解群众的喜好，才能真正有效的实现文化服务的精准配送和精准投放。因此，文化服务避免“上错花轿”、“入错家门”的尴尬，要多听群众的意见，确保文化服务的精准性。
